history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_user_id
H006269,O12004,4-Negotiation,6-Closed Lost,2025-03-22 00:00:00,U217
H006270,O12005,,2-Qualified,2024-12-17 00:00:00,U223
H006271,O12005,2-Qualified,3-Proposal,2025-01-16 00:00:00,U223
H006272,O12005,3-Proposal,4-Negotiation,2025-02-06 00:00:00,U223
H006273,O12005,4-Negotiation,5-Closed Won,2025-03-13 00:00:00,U223
H006274,O12006,,2-Qualified,2025-10-25 00:00:00,U205
H006275,O12006,2-Qualified,3-Proposal,2025-11-26 00:00:00,U205
H006276,O12006,3-Proposal,4-Negotiation,2025-12-20 00:00:00,U205
H006277,O12006,4-Negotiation,5-Closed Won,2026-01-30 00:00:00,U205
H006278,O12007,,2-Qualified,2025-04-26 00:00:00,U211
H006279,O12007,2-Qualified,3-Proposal,2025-05-12 00:00:00,U211
H006280,O12007,3-Proposal,4-Negotiation,2025-06-07 00:00:00,U211
H006281,O12007,4-Negotiation,5-Closed Won,2025-06-30 00:00:00,U211
H006282,O12008,,2-Qualified,2024-05-04 00:00:00,U207
H006283,O12008,2-Qualified,3-Proposal,2024-06-04 00:00:00,U207
H006284,O12008,3-Proposal,4-Negotiation,2024-07-16 00:00:00,U207
H006285,O12008,4-Negotiation,5-Closed Won,2024-09-01 00:00:00,U207
H006286,O12009,,2-Qualified,2026-05-18 00:00:00,U201
H006287,O12009,2-Qualified,3-Proposal,2026-06-17 00:00:00,U201
H006288,O12009,3-Proposal,4-Negotiation,2026-08-07 00:00:00,U201
H006289,O12010,,2-Qualified,2024-04-04 00:00:00,U206
H006290,O12010,2-Qualified,3-Proposal,2024-04-20 00:00:00,U206
H006291,O12010,3-Proposal,4-Negotiation,2024-05-17 00:00:00,U206
H006292,O12010,4-Negotiation,5-Closed Won,2024-05-27 00:00:00,U206
H006293,O12011,,2-Qualified,2024-08-21 00:00:00,U205
H006294,O12011,2-Qualified,3-Proposal,2024-09-10 00:00:00,U205
H006295,O12011,3-Proposal,4-Negotiation,2024-10-06 00:00:00,U205
H006296,O12011,4-Negotiation,5-Closed Won,2024-11-01 00:00:00,U205
H006297,O12012,,2-Qualified,2025-04-06 00:00:00,U218
H006298,O12012,2-Qualified,3-Proposal,2025-04-10 00:00:00,U218
H006299,O12012,3-Proposal,4-Negotiation,2025-04-15 00:00:00,U218
H006300,O12012,4-Negotiation,5-Closed Won,2025-04-18 00:00:00,U218
H006301,O12013,,2-Qualified,2025-03-27 00:00:00,U206
H006302,O12013,2-Qualified,3-Proposal,2025-04-12 00:00:00,U206
H006303,O12013,3-Proposal,6-Closed Lost,2025-04-25 00:00:00,U206
H006304,O12014,,2-Qualified,2024-11-08 00:00:00,U217
H006305,O12014,2-Qualified,3-Proposal,2025-01-07 00:00:00,U217
H006306,O12014,3-Proposal,6-Closed Lost,2025-02-16 00:00:00,U217
H006307,O12016,,2-Qualified,2025-04-12 00:00:00,U200
H006308,O12016,2-Qualified,3-Proposal,2025-04-27 00:00:00,U200
H006309,O12016,3-Proposal,6-Closed Lost,2025-05-06 00:00:00,U200
H006310,O12017,,2-Qualified,2025-01-11 00:00:00,U211
H006311,O12017,2-Qualified,3-Proposal,2025-02-18 00:00:00,U211
H006312,O12017,3-Proposal,4-Negotiation,2025-03-14 00:00:00,U211
H006313,O12017,4-Negotiation,6-Closed Lost,2025-04-14 00:00:00,U211
H006314,O12018,,2-Qualified,2024-06-18 00:00:00,U220
H006315,O12018,2-Qualified,3-Proposal,2024-06-22 00:00:00,U220
H006316,O12018,3-Proposal,4-Negotiation,2024-06-25 00:00:00,U220
H006317,O12018,4-Negotiation,5-Closed Won,2024-06-27 00:00:00,U220
H006318,O12019,,2-Qualified,2026-04-06 00:00:00,U211
H006319,O12019,2-Qualified,6-Closed Lost,2026-05-27 00:00:00,U211
H006320,O12020,,2-Qualified,2026-01-10 00:00:00,U200
H006321,O12020,2-Qualified,3-Proposal,2026-01-14 00:00:00,U200
H006322,O12020,3-Proposal,4-Negotiation,2026-01-18 00:00:00,U200
H006323,O12020,4-Negotiation,6-Closed Lost,2026-01-22 00:00:00,U200
H006324,O12021,,2-Qualified,2026-02-21 00:00:00,U219
H006325,O12021,2-Qualified,3-Proposal,2026-03-21 00:00:00,U219
H006326,O12021,3-Proposal,4-Negotiation,2026-04-06 00:00:00,U219
H006327,O12021,4-Negotiation,6-Closed Lost,2026-04-24 00:00:00,U219
H006328,O12022,,2-Qualified,2025-07-10 00:00:00,U215
H006329,O12022,2-Qualified,3-Proposal,2025-08-23 00:00:00,U215
H006330,O12022,3-Proposal,6-Closed Lost,2025-09-18 00:00:00,U215
H006331,O12023,,2-Qualified,2025-11-08 00:00:00,U201
H006332,O12023,2-Qualified,3-Proposal,2025-12-15 00:00:00,U201
H006333,O12023,3-Proposal,4-Negotiation,2026-01-10 00:00:00,U201
H006334,O12023,4-Negotiation,5-Closed Won,2026-02-28 00:00:00,U201
H006335,O12024,,2-Qualified,2024-05-10 00:00:00,U211
H006336,O12024,2-Qualified,3-Proposal,2024-05-21 00:00:00,U211
H006337,O12024,3-Proposal,4-Negotiation,2024-06-04 00:00:00,U211
H006338,O12024,4-Negotiation,5-Closed Won,2024-06-17 00:00:00,U211
H006339,O12025,,2-Qualified,2026-04-27 00:00:00,U223
H006340,O12025,2-Qualified,3-Proposal,2026-06-05 00:00:00,U223
H006341,O12025,3-Proposal,4-Negotiation,2026-07-09 00:00:00,U223
H006342,O12026,,2-Qualified,2026-08-22 00:00:00,U203
H006343,O12027,,2-Qualified,2024-05-31 00:00:00,U223
H006344,O12027,2-Qualified,3-Proposal,2024-06-01 00:00:00,U223
H006345,O12027,3-Proposal,4-Negotiation,2024-06-03 00:00:00,U223
H006346,O12027,4-Negotiation,5-Closed Won,2024-06-05 00:00:00,U223
H006347,O12028,,2-Qualified,2024-04-21 00:00:00,U202
H006348,O12028,2-Qualified,3-Proposal,2024-05-15 00:00:00,U202
H006349,O12028,3-Proposal,4-Negotiation,2024-06-07 00:00:00,U202
H006350,O12028,4-Negotiation,5-Closed Won,2024-06-25 00:00:00,U202
H006351,O12029,,2-Qualified,2026-05-03 00:00:00,U207
H006352,O12029,2-Qualified,3-Proposal,2026-05-04 00:00:00,U207
H006353,O12029,3-Proposal,6-Closed Lost,2026-05-07 00:00:00,U207
H006354,O12030,,2-Qualified,2025-04-02 00:00:00,U202
H006355,O12030,2-Qualified,3-Proposal,2025-04-12 00:00:00,U202
H006356,O12030,3-Proposal,4-Negotiation,2025-04-26 00:00:00,U202
H006357,O12030,4-Negotiation,5-Closed Won,2025-05-17 00:00:00,U202
H006358,O12031,,2-Qualified,2025-01-29 00:00:00,U203
H006359,O12031,2-Qualified,3-Proposal,2025-03-08 00:00:00,U203
H006360,O12031,3-Proposal,4-Negotiation,2025-04-02 00:00:00,U203
H006361,O12031,4-Negotiation,5-Closed Won,2025-04-24 00:00:00,U203
H006362,O12032,,2-Qualified,2025-05-23 00:00:00,U208
H006363,O12032,2-Qualified,6-Closed Lost,2025-06-03 00:00:00,U208
H006364,O12033,,2-Qualified,2025-05-05 00:00:00,U201
H006365,O12033,2-Qualified,3-Proposal,2025-05-27 00:00:00,U201
H006366,O12033,3-Proposal,4-Negotiation,2025-06-09 00:00:00,U201
H006367,O12033,4-Negotiation,5-Closed Won,2025-06-28 00:00:00,U201
H006368,O12034,,2-Qualified,2026-05-31 00:00:00,U223
H006369,O12034,2-Qualified,3-Proposal,2026-10-04 00:00:00,U223
H006370,O12035,,2-Qualified,2025-11-10 00:00:00,U200
H006371,O12035,2-Qualified,3-Proposal,2025-12-18 00:00:00,U200
H006372,O12035,3-Proposal,6-Closed Lost,2026-01-14 00:00:00,U200
H006373,O12036,,2-Qualified,2024-12-12 00:00:00,U208
H006374,O12036,2-Qualified,3-Proposal,2025-01-15 00:00:00,U208
H006375,O12036,3-Proposal,4-Negotiation,2025-03-12 00:00:00,U208
H006376,O12036,4-Negotiation,5-Closed Won,2025-05-12 00:00:00,U208
H006377,O12037,,2-Qualified,2025-11-23 00:00:00,U213
H006378,O12037,2-Qualified,3-Proposal,2026-01-02 00:00:00,U213
H006379,O12037,3-Proposal,4-Negotiation,2026-01-26 00:00:00,U213
H006380,O12037,4-Negotiation,5-Closed Won,2026-03-16 00:00:00,U213
H006381,O12038,,2-Qualified,2024-10-05 00:00:00,U209
H006382,O12038,2-Qualified,3-Proposal,2024-10-07 00:00:00,U209
H006383,O12038,3-Proposal,4-Negotiation,2024-10-09 00:00:00,U209
H006384,O12038,4-Negotiation,5-Closed Won,2024-10-10 00:00:00,U209
H006385,O12039,,2-Qualified,2026-01-18 00:00:00,U215
H006386,O12039,2-Qualified,3-Proposal,2026-02-10 00:00:00,U215
H006387,O12039,3-Proposal,4-Negotiation,2026-02-26 00:00:00,U215
H006388,O12039,4-Negotiation,5-Closed Won,2026-03-18 00:00:00,U215
H006389,O12040,,2-Qualified,2024-08-26 00:00:00,U220
H006390,O12040,2-Qualified,3-Proposal,2024-10-16 00:00:00,U220
H006391,O12040,3-Proposal,4-Negotiation,2024-11-28 00:00:00,U220
H006392,O12040,4-Negotiation,5-Closed Won,2024-12-18 00:00:00,U220
H006393,O12041,,2-Qualified,2025-04-07 00:00:00,U208
H006394,O12041,2-Qualified,3-Proposal,2025-05-02 00:00:00,U208
H006395,O12041,3-Proposal,4-Negotiation,2025-06-18 00:00:00,U208
H006396,O12041,4-Negotiation,5-Closed Won,2025-07-26 00:00:00,U208
H006397,O12042,,2-Qualified,2026-05-17 00:00:00,U210
H006398,O12042,2-Qualified,3-Proposal,2026-05-25 00:00:00,U210
H006399,O12042,3-Proposal,4-Negotiation,2026-06-09 00:00:00,U210
H006400,O12042,4-Negotiation,5-Closed Won,2026-06-18 00:00:00,U210
H006401,O12043,,2-Qualified,2026-01-17 00:00:00,U211
H006402,O12043,2-Qualified,6-Closed Lost,2026-01-20 00:00:00,U211
H006403,O12044,,2-Qualified,2026-05-24 00:00:00,U210
H006404,O12044,2-Qualified,3-Proposal,2026-07-06 00:00:00,U210
H006405,O12045,,2-Qualified,2026-03-13 00:00:00,U206
H006406,O12045,2-Qualified,6-Closed Lost,2026-03-29 00:00:00,U206
H006407,O12046,,2-Qualified,2026-02-27 00:00:00,U215
H006408,O12046,2-Qualified,3-Proposal,2026-03-13 00:00:00,U215
H006409,O12046,3-Proposal,4-Negotiation,2026-03-29 00:00:00,U215
H006410,O12046,4-Negotiation,6-Closed Lost,2026-04-13 00:00:00,U215
H006411,O12047,,2-Qualified,2026-09-01 00:00:00,U203
H006412,O12048,,2-Qualified,2025-11-11 00:00:00,U218
H006413,O12048,2-Qualified,3-Proposal,2025-12-24 00:00:00,U218
H006414,O12048,3-Proposal,4-Negotiation,2026-02-11 00:00:00,U218
H006415,O12048,4-Negotiation,5-Closed Won,2026-03-11 00:00:00,U218
H006416,O12049,,2-Qualified,2025-01-20 00:00:00,U223
H006417,O12049,2-Qualified,3-Proposal,2025-02-05 00:00:00,U223
H006418,O12049,3-Proposal,4-Negotiation,2025-02-19 00:00:00,U223
H006419,O12049,4-Negotiation,5-Closed Won,2025-03-02 00:00:00,U223
H006420,O12050,,2-Qualified,2024-08-08 00:00:00,U205
H006421,O12050,2-Qualified,3-Proposal,2024-08-29 00:00:00,U205
H006422,O12050,3-Proposal,4-Negotiation,2024-09-16 00:00:00,U205
H006423,O12050,4-Negotiation,5-Closed Won,2024-10-08 00:00:00,U205
H006424,O12051,,2-Qualified,2024-09-05 00:00:00,U210
H006425,O12051,2-Qualified,6-Closed Lost,2024-09-16 00:00:00,U210
H006426,O12052,,2-Qualified,2024-06-08 00:00:00,U212
H006427,O12052,2-Qualified,3-Proposal,2024-06-29 00:00:00,U212
H006428,O12052,3-Proposal,4-Negotiation,2024-07-21 00:00:00,U212
H006429,O12052,4-Negotiation,5-Closed Won,2024-08-07 00:00:00,U212
H006430,O12053,,2-Qualified,2024-08-07 00:00:00,U212
H006431,O12053,2-Qualified,3-Proposal,2024-09-01 00:00:00,U212
H006432,O12053,3-Proposal,4-Negotiation,2024-09-19 00:00:00,U212
H006433,O12053,4-Negotiation,5-Closed Won,2024-10-04 00:00:00,U212
H006434,O12054,,2-Qualified,2026-07-29 00:00:00,U200
H006435,O12054,2-Qualified,3-Proposal,2026-09-02 00:00:00,U200
H006436,O12055,,2-Qualified,2025-11-02 00:00:00,U204
H006437,O12055,2-Qualified,3-Proposal,2025-11-29 00:00:00,U204
H006438,O12055,3-Proposal,4-Negotiation,2025-12-26 00:00:00,U204
H006439,O12055,4-Negotiation,5-Closed Won,2026-01-15 00:00:00,U204
H006440,O12056,,2-Qualified,2024-11-06 00:00:00,U213
H006441,O12056,2-Qualified,6-Closed Lost,2024-12-20 00:00:00,U213
H006442,O12057,,2-Qualified,2025-07-28 00:00:00,U222
H006443,O12057,2-Qualified,3-Proposal,2025-08-01 00:00:00,U222
H006444,O12057,3-Proposal,4-Negotiation,2025-08-03 00:00:00,U222
H006445,O12057,4-Negotiation,6-Closed Lost,2025-08-05 00:00:00,U222
H006446,O12059,,2-Qualified,2024-07-07 00:00:00,U208
H006447,O12059,2-Qualified,3-Proposal,2024-08-16 00:00:00,U208
H006448,O12059,3-Proposal,4-Negotiation,2024-09-12 00:00:00,U208
H006449,O12059,4-Negotiation,5-Closed Won,2024-10-10 00:00:00,U208
H006450,O12060,,2-Qualified,2024-06-12 00:00:00,U215
H006451,O12060,2-Qualified,3-Proposal,2024-07-20 00:00:00,U215
H006452,O12060,3-Proposal,4-Negotiation,2024-08-10 00:00:00,U215
H006453,O12060,4-Negotiation,5-Closed Won,2024-09-04 00:00:00,U215
H006454,O12062,,2-Qualified,2026-07-31 00:00:00,U223
H006455,O12062,2-Qualified,3-Proposal,2026-09-11 00:00:00,U223
H006456,O12063,,2-Qualified,2026-08-22 00:00:00,U203
H006457,O12063,2-Qualified,3-Proposal,2026-10-03 00:00:00,U203
H006458,O12065,,2-Qualified,2026-03-10 00:00:00,U204
H006459,O12065,2-Qualified,3-Proposal,2026-04-05 00:00:00,U204
H006460,O12065,3-Proposal,4-Negotiation,2026-05-09 00:00:00,U204
H006461,O12065,4-Negotiation,5-Closed Won,2026-05-27 00:00:00,U204
H006462,O12066,,2-Qualified,2025-06-04 00:00:00,U200
H006463,O12066,2-Qualified,3-Proposal,2025-06-23 00:00:00,U200
H006464,O12066,3-Proposal,4-Negotiation,2025-07-11 00:00:00,U200
H006465,O12066,4-Negotiation,5-Closed Won,2025-07-19 00:00:00,U200
H006466,O12067,,2-Qualified,2025-11-22 00:00:00,U201
H006467,O12067,2-Qualified,3-Proposal,2025-12-14 00:00:00,U201
H006468,O12067,3-Proposal,4-Negotiation,2026-01-13 00:00:00,U201
H006469,O12067,4-Negotiation,6-Closed Lost,2026-01-30 00:00:00,U201
H006470,O12069,,2-Qualified,2025-09-17 00:00:00,U216
H006471,O12069,2-Qualified,3-Proposal,2025-09-24 00:00:00,U216
H006472,O12069,3-Proposal,4-Negotiation,2025-10-03 00:00:00,U216
H006473,O12069,4-Negotiation,6-Closed Lost,2025-10-11 00:00:00,U216
H006474,O12070,,2-Qualified,2024-05-08 00:00:00,U215
H006475,O12070,2-Qualified,3-Proposal,2024-05-20 00:00:00,U215
H006476,O12070,3-Proposal,4-Negotiation,2024-06-02 00:00:00,U215
H006477,O12070,4-Negotiation,6-Closed Lost,2024-06-20 00:00:00,U215
H006478,O12071,,2-Qualified,2025-10-18 00:00:00,U200
H006479,O12071,2-Qualified,6-Closed Lost,2025-11-29 00:00:00,U200
H006480,O12072,,2-Qualified,2025-10-08 00:00:00,U209
H006481,O12072,2-Qualified,3-Proposal,2025-11-26 00:00:00,U209
H006482,O12072,3-Proposal,6-Closed Lost,2026-01-12 00:00:00,U209
H006483,O12073,,2-Qualified,2025-09-02 00:00:00,U210
H006484,O12073,2-Qualified,3-Proposal,2025-09-29 00:00:00,U210
H006485,O12073,3-Proposal,6-Closed Lost,2025-11-13 00:00:00,U210
H006486,O12074,,2-Qualified,2025-09-29 00:00:00,U222
H006487,O12074,2-Qualified,3-Proposal,2025-10-17 00:00:00,U222
H006488,O12074,3-Proposal,4-Negotiation,2025-10-31 00:00:00,U222
H006489,O12074,4-Negotiation,6-Closed Lost,2025-11-22 00:00:00,U222
H006490,O12075,,2-Qualified,2025-06-30 00:00:00,U208
H006491,O12075,2-Qualified,3-Proposal,2025-07-07 00:00:00,U208
H006492,O12075,3-Proposal,4-Negotiation,2025-07-20 00:00:00,U208
H006493,O12075,4-Negotiation,5-Closed Won,2025-08-04 00:00:00,U208
H006494,O12076,,2-Qualified,2025-03-09 00:00:00,U207
H006495,O12076,2-Qualified,6-Closed Lost,2025-04-30 00:00:00,U207
H006496,O12077,,2-Qualified,2025-07-28 00:00:00,U211
H006497,O12077,2-Qualified,3-Proposal,2025-09-25 00:00:00,U211
H006498,O12077,3-Proposal,6-Closed Lost,2025-10-27 00:00:00,U211
H006499,O12078,,2-Qualified,2024-12-03 00:00:00,U207
H006500,O12078,2-Qualified,3-Proposal,2024-12-20 00:00:00,U207
H006501,O12078,3-Proposal,4-Negotiation,2025-01-02 00:00:00,U207
H006502,O12078,4-Negotiation,6-Closed Lost,2025-01-21 00:00:00,U207
H006503,O12079,,2-Qualified,2025-01-10 00:00:00,U219
H006504,O12079,2-Qualified,3-Proposal,2025-01-21 00:00:00,U219
H006505,O12079,3-Proposal,4-Negotiation,2025-01-29 00:00:00,U219
H006506,O12079,4-Negotiation,6-Closed Lost,2025-02-15 00:00:00,U219
H006507,O12080,,2-Qualified,2025-03-09 00:00:00,U222
H006508,O12080,2-Qualified,3-Proposal,2025-04-03 00:00:00,U222
H006509,O12080,3-Proposal,4-Negotiation,2025-04-28 00:00:00,U222
H006510,O12080,4-Negotiation,6-Closed Lost,2025-05-13 00:00:00,U222
H006511,O12081,,2-Qualified,2024-08-13 00:00:00,U220
H006512,O12081,2-Qualified,3-Proposal,2024-10-17 00:00:00,U220
H006513,O12081,3-Proposal,4-Negotiation,2024-12-05 00:00:00,U220
H006514,O12081,4-Negotiation,5-Closed Won,2025-01-02 00:00:00,U220
H006515,O12082,,2-Qualified,2025-04-15 00:00:00,U223
H006516,O12082,2-Qualified,3-Proposal,2025-04-28 00:00:00,U223
H006517,O12082,3-Proposal,4-Negotiation,2025-05-15 00:00:00,U223
H006518,O12082,4-Negotiation,6-Closed Lost,2025-06-12 00:00:00,U223
H006519,O12084,,2-Qualified,2025-03-02 00:00:00,U223
H006520,O12084,2-Qualified,3-Proposal,2025-03-26 00:00:00,U223
H006521,O12084,3-Proposal,4-Negotiation,2025-04-18 00:00:00,U223
H006522,O12084,4-Negotiation,5-Closed Won,2025-05-31 00:00:00,U223
H006523,O12085,,2-Qualified,2024-02-16 00:00:00,U201
H006524,O12085,2-Qualified,3-Proposal,2024-03-31 00:00:00,U201
H006525,O12085,3-Proposal,4-Negotiation,2024-06-08 00:00:00,U201
H006526,O12085,4-Negotiation,6-Closed Lost,2024-08-23 00:00:00,U201
H006527,O12087,,2-Qualified,2025-03-07 00:00:00,U218
H006528,O12087,2-Qualified,6-Closed Lost,2025-05-22 00:00:00,U218
H006529,O12088,,2-Qualified,2024-06-30 00:00:00,U216
H006530,O12088,2-Qualified,3-Proposal,2024-07-23 00:00:00,U216
H006531,O12088,3-Proposal,4-Negotiation,2024-08-19 00:00:00,U216
H006532,O12088,4-Negotiation,5-Closed Won,2024-08-28 00:00:00,U216
H006533,O12089,,2-Qualified,2025-09-01 00:00:00,U202
H006534,O12089,2-Qualified,6-Closed Lost,2025-09-21 00:00:00,U202
H006535,O12090,,2-Qualified,2024-06-25 00:00:00,U209
H006536,O12090,2-Qualified,3-Proposal,2024-06-27 00:00:00,U209
H006537,O12090,3-Proposal,6-Closed Lost,2024-06-30 00:00:00,U209
H006538,O12091,,2-Qualified,2024-03-02 00:00:00,U207
H006539,O12091,2-Qualified,3-Proposal,2024-03-14 00:00:00,U207
H006540,O12091,3-Proposal,4-Negotiation,2024-03-24 00:00:00,U207
H006541,O12091,4-Negotiation,6-Closed Lost,2024-04-08 00:00:00,U207
H006542,O12092,,2-Qualified,2024-09-11 00:00:00,U209
H006543,O12092,2-Qualified,3-Proposal,2024-10-23 00:00:00,U209
H006544,O12092,3-Proposal,4-Negotiation,2024-12-02 00:00:00,U209
H006545,O12092,4-Negotiation,5-Closed Won,2025-01-06 00:00:00,U209
H006546,O12093,,2-Qualified,2025-08-16 00:00:00,U214
H006547,O12093,2-Qualified,3-Proposal,2025-09-09 00:00:00,U214
H006548,O12093,3-Proposal,4-Negotiation,2025-09-29 00:00:00,U214
H006549,O12093,4-Negotiation,5-Closed Won,2025-10-10 00:00:00,U214
H006550,O12094,,2-Qualified,2026-02-26 00:00:00,U210
H006551,O12094,2-Qualified,3-Proposal,2026-03-14 00:00:00,U210
H006552,O12094,3-Proposal,4-Negotiation,2026-04-07 00:00:00,U210
H006553,O12094,4-Negotiation,5-Closed Won,2026-04-17 00:00:00,U210
H006554,O12095,,2-Qualified,2024-02-23 00:00:00,U201
H006555,O12095,2-Qualified,3-Proposal,2024-02-29 00:00:00,U201
H006556,O12095,3-Proposal,4-Negotiation,2024-03-06 00:00:00,U201
H006557,O12095,4-Negotiation,6-Closed Lost,2024-03-19 00:00:00,U201
H006558,O12096,,2-Qualified,2024-05-25 00:00:00,U214
H006559,O12096,2-Qualified,6-Closed Lost,2024-07-08 00:00:00,U214
H006560,O12097,,2-Qualified,2024-05-19 00:00:00,U223
H006561,O12097,2-Qualified,6-Closed Lost,2024-06-04 00:00:00,U223
H006562,O12098,,2-Qualified,2026-04-16 00:00:00,U217
H006563,O12098,2-Qualified,6-Closed Lost,2026-05-23 00:00:00,U217
H006564,O12099,,2-Qualified,2024-08-28 00:00:00,U214
H006565,O12099,2-Qualified,3-Proposal,2024-09-03 00:00:00,U214
H006566,O12099,3-Proposal,4-Negotiation,2024-09-08 00:00:00,U214
H006567,O12099,4-Negotiation,5-Closed Won,2024-09-12 00:00:00,U214
H006568,O12100,,2-Qualified,2024-12-08 00:00:00,U219
H006569,O12100,2-Qualified,3-Proposal,2024-12-21 00:00:00,U219
H006570,O12100,3-Proposal,4-Negotiation,2024-12-30 00:00:00,U219
H006571,O12100,4-Negotiation,5-Closed Won,2025-01-17 00:00:00,U219
H006572,O12101,,2-Qualified,2024-08-01 00:00:00,U220
H006573,O12101,2-Qualified,6-Closed Lost,2024-08-24 00:00:00,U220
H006574,O12102,,2-Qualified,2024-02-14 00:00:00,U223
H006575,O12102,2-Qualified,3-Proposal,2024-02-19 00:00:00,U223
H006576,O12102,3-Proposal,4-Negotiation,2024-02-25 00:00:00,U223
H006577,O12102,4-Negotiation,5-Closed Won,2024-03-01 00:00:00,U223
H006578,O12103,,2-Qualified,2025-11-16 00:00:00,U208
H006579,O12103,2-Qualified,3-Proposal,2025-11-27 00:00:00,U208
H006580,O12103,3-Proposal,4-Negotiation,2025-12-08 00:00:00,U208
H006581,O12103,4-Negotiation,6-Closed Lost,2025-12-18 00:00:00,U208
H006582,O12104,,2-Qualified,2024-09-11 00:00:00,U219
H006583,O12104,2-Qualified,3-Proposal,2024-09-18 00:00:00,U219
H006584,O12104,3-Proposal,4-Negotiation,2024-09-26 00:00:00,U219
H006585,O12104,4-Negotiation,5-Closed Won,2024-10-02 00:00:00,U219
H006586,O12106,,2-Qualified,2025-10-16 00:00:00,U214
H006587,O12106,2-Qualified,3-Proposal,2025-11-12 00:00:00,U214
H006588,O12106,3-Proposal,4-Negotiation,2025-12-04 00:00:00,U214
H006589,O12106,4-Negotiation,5-Closed Won,2025-12-24 00:00:00,U214
H006590,O12107,,2-Qualified,2025-09-17 00:00:00,U211
H006591,O12107,2-Qualified,3-Proposal,2025-11-03 00:00:00,U211
H006592,O12107,3-Proposal,6-Closed Lost,2026-01-22 00:00:00,U211
H006593,O12108,,2-Qualified,2026-05-09 00:00:00,U206
H006594,O12108,2-Qualified,3-Proposal,2026-06-29 00:00:00,U206
H006595,O12108,3-Proposal,4-Negotiation,2026-08-07 00:00:00,U206
H006596,O12110,,2-Qualified,2025-07-23 00:00:00,U207
H006597,O12110,2-Qualified,3-Proposal,2025-08-20 00:00:00,U207
H006598,O12110,3-Proposal,4-Negotiation,2025-09-18 00:00:00,U207
H006599,O12110,4-Negotiation,6-Closed Lost,2025-10-19 00:00:00,U207
H006600,O12111,,2-Qualified,2024-11-07 00:00:00,U203
H006601,O12111,2-Qualified,3-Proposal,2024-11-25 00:00:00,U203
H006602,O12111,3-Proposal,6-Closed Lost,2024-12-09 00:00:00,U203
H006603,O12112,,2-Qualified,2025-09-23 00:00:00,U216
H006604,O12112,2-Qualified,3-Proposal,2025-10-28 00:00:00,U216
H006605,O12112,3-Proposal,4-Negotiation,2025-11-25 00:00:00,U216
H006606,O12112,4-Negotiation,5-Closed Won,2025-12-03 00:00:00,U216
H006607,O12113,,2-Qualified,2025-09-27 00:00:00,U214
H006608,O12113,2-Qualified,3-Proposal,2025-10-23 00:00:00,U214
H006609,O12113,3-Proposal,4-Negotiation,2025-12-02 00:00:00,U214
H006610,O12113,4-Negotiation,5-Closed Won,2025-12-13 00:00:00,U214
H006611,O12114,,2-Qualified,2024-09-13 00:00:00,U200
H006612,O12114,2-Qualified,3-Proposal,2024-09-23 00:00:00,U200
H006613,O12114,3-Proposal,4-Negotiation,2024-09-30 00:00:00,U200
H006614,O12114,4-Negotiation,5-Closed Won,2024-10-11 00:00:00,U200
H006615,O12115,,2-Qualified,2024-04-09 00:00:00,U200
H006616,O12115,2-Qualified,6-Closed Lost,2024-06-22 00:00:00,U200
H006617,O12116,,2-Qualified,2025-09-06 00:00:00,U210
H006618,O12116,2-Qualified,6-Closed Lost,2025-09-09 00:00:00,U210
H006619,O12117,,2-Qualified,2026-06-21 00:00:00,U208
H006620,O12117,2-Qualified,3-Proposal,2026-07-27 00:00:00,U208
H006621,O12117,3-Proposal,4-Negotiation,2026-09-01 00:00:00,U208
H006622,O12118,,2-Qualified,2024-01-09 00:00:00,U202
H006623,O12118,2-Qualified,3-Proposal,2024-01-11 00:00:00,U202
H006624,O12118,3-Proposal,4-Negotiation,2024-01-13 00:00:00,U202
